Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,States,Counties
2020,IL,Illinois,Jackson,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.3,,,31.6,34.9,56675,17077,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,42.8,,,34.4,51.2,56675,17077,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,69,,,65.9,71.9,56675,17077,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.5,,,10.0,11.1,56675,17077,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,80.6,,,78.1,83.0,56675,17077,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,26.3,,,23.6,29.1,56675,17077,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,13.5,,,8.9,18.8,56675,17077,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.8,,,37.0,40.5,56675,17077,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,72.6,,,68.1,76.8,56675,17077,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,16.6,,,13.9,19.2,56675,17077,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,77.1,,,76.1,78.1,56675,17077,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,66,,,62.6,69.1,56675,17077,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,17.8,,,16.8,19.0,56675,17077,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,59.1,,,55.6,62.6,56675,17077,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,15.2,,,13.3,17.2,56675,17077,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,34.9,,,33.2,36.5,56675,17077,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-89.3812119 37.7860959),34,1712
2019,IL,Illinois,Jackson,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,32.6,,,31.4,33.7,56675,17077,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,76.3,,,73.2,79.3,56675,17077,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,26.9,,,24.3,29.7,56675,17077,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,36.7,,,29.4,44.1,56675,17077,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,10.5,,,10.0,11.0,56675,17077,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,72.4,,,68.3,76.6,56675,17077,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,77.5,,,76.4,78.7,56675,17077,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,7.2,,,6.1,8.2,56675,17077,HLTHOUT,COPD,CrdPrv,COPD,POINT (-89.3812119 37.7860959),34,1712
2019,IL,Illinois,Jackson,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,34.1,,,32.7,35.3,56675,17077,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,11.3,,,9.6,13.3,56675,17077,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.3,,,2.9,3.7,56675,17077,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,10.4,,,9.6,11.1,56675,17077,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,35.9,,,34.2,37.6,56675,17077,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,14.9,,,14.2,15.6,56675,17077,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,15.5,,,13.6,17.6,56675,17077,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,60.1,,,56.2,63.9,56675,17077,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.3,,,5.7,6.9,56675,17077,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.7,,,12.7,14.7,56675,17077,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.1,,,2.9,3.3,56675,17077,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,37.2,,,29.9,44.5,56675,17077,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.2,,,5.9,6.5,56675,17077,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-89.3812119 37.7860959),34,1712
2019,IL,Illinois,Jackson,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,30,,,29.0,31.0,56675,17077,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,7.1,,,6.1,8.1,56675,17077,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,3.2,,,2.9,3.6,56675,17077,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,11.3,,,9.4,13.6,56675,17077,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.3,,,9.5,11.0,56675,17077,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,14.7,,,14.0,15.5,56675,17077,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-89.3812119 37.7860959),34,1712
2019,IL,Illinois,Jackson,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,84,,,82.7,85.3,56675,17077,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-89.3812119 37.7860959),34,1712
2020,IL,Illinois,Jackson,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,10.4,,,9.4,11.5,56675,17077,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-89.3812119 37.7860959),34,1712
2019,IL,Illinois,Jackson,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,73.3,,,72.1,74.4,56675,17077,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-89.3812119 37.7860959),34,1712
2020,GA,Georgia,Jackson,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,70.1,,,67.0,73.3,76199,13157,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,9.7,,,9.0,10.4,76199,13157,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-83.5625568 34.1309052),31,1417
2019,GA,Georgia,Jackson,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,86.4,,,85.1,87.7,76199,13157,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,34.2,,,32.7,35.7,76199,13157,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.2,,,5.7,6.8,76199,13157,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,7.3,,,6.2,8.3,76199,13157,HLTHOUT,COPD,CrdPrv,COPD,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,20.8,,,19.6,22.1,76199,13157,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,18.2,,,15.5,21.3,76199,13157,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,10.8,,,9.6,11.9,76199,13157,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,25.8,,,24.6,27.1,76199,13157,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.7,,,2.5,2.9,76199,13157,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,34,,,32.4,35.5,76199,13157,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.1,,,2.7,3.4,76199,13157,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.9,,,5.6,6.2,76199,13157,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,40.1,,,33.1,47.8,76199,13157,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,6.9,,,6.3,7.6,76199,13157,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,59.1,,,55.5,62.9,76199,13157,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,82.6,,,80.1,85.1,76199,13157,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,71.9,,,67.4,76.0,76199,13157,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,6.6,,,5.7,7.5,76199,13157,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,14.2,,,9.5,19.7,76199,13157,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.5,,,6.2,6.9,76199,13157,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.9,,,2.7,3.2,76199,13157,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-83.5625568 34.1309052),31,1417
2019,GA,Georgia,Jackson,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,85.4,,,84.0,86.9,76199,13157,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,15.6,,,14.5,16.7,76199,13157,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,18.2,,,15.3,21.2,76199,13157,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-83.5625568 34.1309052),31,1417
2019,GA,Georgia,Jackson,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,34.4,,,33.2,35.7,76199,13157,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,15.3,,,13.3,17.3,76199,13157,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,20.3,,,17.3,23.6,76199,13157,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,46.9,,,39.1,55.2,76199,13157,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,16.3,,,15.6,17.0,76199,13157,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-83.5625568 34.1309052),31,1417
2019,GA,Georgia,Jackson,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,74.9,,,73.8,76.1,76199,13157,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,59,,,55.3,62.8,76199,13157,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,69.1,,,65.7,72.4,76199,13157,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,74,,,73.0,75.1,76199,13157,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,13.7,,,9.2,18.8,76199,13157,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,9.4,,,8.9,9.9,76199,13157,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,40.8,,,33.6,48.6,76199,13157,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,25.5,,,22.9,28.0,76199,13157,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,20.8,,,17.6,24.4,76199,13157,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-83.5625568 34.1309052),31,1417
2019,GA,Georgia,Jackson,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,57.6,,,56.6,58.7,76199,13157,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-83.5625568 34.1309052),31,1417
2019,GA,Georgia,Jackson,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,29.6,,,28.7,30.5,76199,13157,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,10.2,,,9.1,11.2,76199,13157,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,21,,,19.8,22.3,76199,13157,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,23.5,,,22.4,24.7,76199,13157,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.1,,,14.9,17.3,76199,13157,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,71.9,,,67.3,76.1,76199,13157,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,14.5,,,12.7,16.4,76199,13157,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,26.1,,,23.3,28.6,76199,13157,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-83.5625568 34.1309052),31,1417
2019,GA,Georgia,Jackson,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,32.4,,,31.2,33.6,76199,13157,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.3,,,8.8,9.9,76199,13157,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,47.2,,,39.2,55.5,76199,13157,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.8,,,2.5,3.1,76199,13157,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-83.5625568 34.1309052),31,1417
2020,GA,Georgia,Jackson,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.9,,,32.4,35.3,76199,13157,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-83.5625568 34.1309052),31,1417
